address, token_allocation
tz1PTR7wFs8pTFarkpsZ7zrtVBJhusyNRRM5, 151.05740181268882
tz1PuipWs33aqS2KSG5k1qQtC6Dff1P1GBmM, 151.05740181268882
tz1PULq3erNrFYXm7rkSCAhAY7x7pd5zj9r9, 604.2296072507553
tz1PVAVNuLrDWk8KmCJE93qEF9TSWsDe5WsQ, 151.05740181268882
tz1PVSa73kn9hBNWx1f8w3uMeZD4Hr6QeKQJ, 151.05740181268882
tz1Q1LWn8wCK77L4xetjbH3Ar7sDaSANezZx, 604.2296072507553
tz1Q5gctCYDhh6FKCbAHThsjey2LChzXmkRT, 151.05740181268882
tz1Q86tz2HeTL6iwHVcYe7nGUN4zSU545nWf, 151.05740181268882
tz1QaKxkKUWj8hpzZdF4hZAeYqTQRGJpAQu8, 302.11480362537765
tz1QaoDT9XpiJejGd1SJneWjnrrycRzG8t77, 604.2296072507553
tz1QcSHXmn1XYvruxn6tqSCzz3ikfAKn4qPP, 151.05740181268882
